Vervotech ID,SupplierHotelId,SupplierName,GroupId,HotelBeds RoomCode,HotelBeds RoomName,Vervotech MappedStandardName
15471297,45947,HotelBeds,15471297-19,ROO.2Q-CV,Room CITY VIEW TWO QUEEN BEDS,"Room - 2 Queen, City View"
15471297,45947,HotelBeds,15471297-20,DBL.CV,DOUBLE CITY VIEW,Room With City View
15471297,45947,HotelBeds,15471297-21,DBL.ST-1,DOUBLE STANDARD,Standard Room
15471297,45947,HotelBeds,15471297-21,ROO.ST,Room STANDARD,Standard Room
15471297,45947,HotelBeds,15471297-21,DBL.2B,DOUBLE TWO BEDS,Standard Room
15471297,45947,HotelBeds,15471297-22,SUI.KG,SUITE KING SIZE BED,Suite
15471297,45947,HotelBeds,15471297-22,SUI.ST,SUITE STANDARD,Suite
15471297,45947,HotelBeds,15471297-23,SUI.SU,SUITE SUPERIOR,Suite Superior
15471297,45947,HotelBeds,15471297-24,TPL.2D,TRIPLE TWO DOUBLE BEDS,Triple Room
15471297,45947,HotelBeds,15471297-25,SUI.KG-NM,VIP Suite,Vip Suite
15495522,273695,HotelBeds,15495522-1,DBL.KG,DOUBLE KING SIZE BED,King Room
15495522,273695,HotelBeds,15495522-2,DBL.1B,DOUBLE ONE BED,Standard Room
15495522,273695,HotelBeds,15495522-3,TWN.ST,TWIN STANDARD,Twin Room
15504023,277857,HotelBeds,15504023-1,DBL.EY,DOUBLE ECONOMY,Economy
15504023,277857,HotelBeds,15504023-2,TPL.PI,TRIPLE PREMIUM,"Premium, Triple"
15504023,277857,HotelBeds,15504023-3,DBL.QN,DOUBLE QUEEN SIZE BED,Queen Room
15504023,277857,HotelBeds,15504023-4,DBL.FH,DOUBLE WITH SHARED BATHROOM,"Room, Shared Bathroom"
15504023,277857,HotelBeds,15504023-5,SGL.Z1,SINGLE BASIC,Single Room
15504023,277857,HotelBeds,15504023-6,SGL.FH,SINGLE WITH SHARED BATHROOM,"Single Room, Shared Bathroom"
15504023,277857,HotelBeds,15504023-7,DBL.1B,DOUBLE ONE BED,Standard Room
15504023,277857,HotelBeds,15504023-8,SUI.PI-QN,SUITE PREMIUM QUEEN BED,Suite Premium
15504023,277857,HotelBeds,15504023-9,TWN.ST,TWIN STANDARD,Twin Room
15780037,145605,HotelBeds,15780037-1,DBL.H6,DOUBLE Accessible,Accessible Room
15780037,145605,HotelBeds,15780037-2,DBL.DX-10,DOUBLE DELUXE,Deluxe
15780037,145605,HotelBeds,15780037-3,DBL.CV-DX,DOUBLE DELUXE CITY VIEW,"Deluxe, City View"
15780037,145605,HotelBeds,15780037-4,DBT.CV-DX,Double or Twin DELUXE CITY VIEW,"Deluxe, DoubleOrTwin, City View"
15780037,145605,HotelBeds,15780037-5,DBL.DX-KG,"Deluxe City View Room, King Bed","Deluxe, King, City View"
15780037,145605,HotelBeds,15780037-6,QUA.CV-DX,QUADRUPLE DELUXE CITY VIEW,"Deluxe, Quadruple, City View"
15780037,145605,HotelBeds,15780037-7,SGL.CV-DX,SINGLE DELUXE CITY VIEW,"Deluxe, Single, City View"
15780037,145605,HotelBeds,15780037-8,BED.ST,Bed in dormitory STANDARD,Dormitory Standard
15780037,145605,HotelBeds,15780037-9,DBL.EY,DOUBLE ECONOMY,Economy
15780037,145605,HotelBeds,15780037-10,DBL.KG,DOUBLE KING SIZE BED,King Room
15780037,145605,HotelBeds,15780037-11,SUI.LO,SUITE LOFT,Loft Suite
15780037,145605,HotelBeds,15780037-12,ROO.PE,Room PREMIER,Premier
15780037,145605,HotelBeds,15780037-12,DBL.PE-5,DOUBLE PREMIER,Premier
15780037,145605,HotelBeds,15780037-13,DBL.PE,"Premier Skyline View Room, 2 Queen Beds","Premier, 2 Queen, Skyline View"
15780037,145605,HotelBeds,15780037-14,DBL.KG-PE,"Premier Skyline View Room, King Bed","Premier, King, Skyline View"
15780037,145605,HotelBeds,15780037-15,QUA.H6,QUADRUPLE Accessible,"Quadruple Room, Accessible"
15780037,145605,HotelBeds,15780037-16,ROO.RO,Room RUN OF HOUSE,Run Of House
15780037,145605,HotelBeds,15780037-17,SUI.ST,SUITE STANDARD,Suite
15780037,145605,HotelBeds,15780037-18,SUI.B1,SUITE ONE BEDROOM,"Suite, 1 Bedroom"
15780037,145605,HotelBeds,15780037-18,SUI.B1-KG,SUITE KING BED ONE BEDROOM,"Suite, 1 Bedroom"
15780037,145605,HotelBeds,15780037-19,SUI.H6,SUITE Accessible,"Suite, Accessible"
15780037,145605,HotelBeds,15780037-19,SUI.H6-KG,SUITE Accessible KING SIZE BED,"Suite, Accessible"
15780037,145605,HotelBeds,15780037-20,SUI.CV,SUITE CITY VIEW,"Suite, City View"
15780037,145605,HotelBeds,15780037-21,SUI.WV,SUITE WITH VIEWS,"Suite, View"
15780037,145605,HotelBeds,15780037-22,DBL.SU,DOUBLE SUPERIOR,Superior
15780037,145605,HotelBeds,15780037-23,DBL.QN-SU,"Superior Room, 2 Queen Beds","Superior, 2 Queen"
15780037,145605,HotelBeds,15780037-24,DBT.SU,Double or Twin SUPERIOR,"Superior, DoubleOrTwin"
15780037,145605,HotelBeds,15780037-25,DBL.KG-SU,"Superior Room, King Bed","Superior, King"
15780037,145605,HotelBeds,15780037-26,QUA.SU,QUADRUPLE SUPERIOR,"Superior, Quadruple"
15261803,135425,HotelBeds,15261803-1,ROO.2D,Room TWO DOUBLE BEDS,Room - 2 Double
15778388,274881,HotelBeds,15778388-1,DBL.H6,DOUBLE Accessible,Accessible Room
15778388,274881,HotelBeds,15778388-2,DBL.CB-1,DOUBLE CLUB,Club
15778388,274881,HotelBeds,15778388-3,DBL.KG,DOUBLE KING SIZE BED,King Room
15778388,274881,HotelBeds,15778388-4,DBL.LX,DOUBLE LUXURY,Luxury
15778388,274881,HotelBeds,15778388-5,DBL.QN,DOUBLE QUEEN SIZE BED,Queen Room
15778388,274881,HotelBeds,15778388-6,DBL.1B-1,DOUBLE ONE BED,Standard Room
15778388,274881,HotelBeds,15778388-7,SUI.ST,SUITE STANDARD,Suite
15778388,274881,HotelBeds,15778388-8,SUI.KT,SUITE WITH KITCHENETTE,"Suite, Kitchen"
15778388,274881,HotelBeds,15778388-9,DBL.QN-SU,DOUBLE SUPERIOR QUEEN BED,"Superior, Queen"
15778388,274881,HotelBeds,15778388-10,TWN.ST,TWIN STANDARD,Twin Room
15545713,197048,HotelBeds,15545713-1,ROO.DX,Room DELUXE,Deluxe
15545713,197048,HotelBeds,15545713-2,ROO.PI,Room PREMIUM,Premium
15545713,197048,HotelBeds,15545713-3,DBL.KG-PI,DOUBLE PREMIUM KING BED,"Premium, King"
15545713,197048,HotelBeds,15545713-4,ROO.PI-QN,Room PREMIUM QUEEN BED,"Premium, Queen"
15545713,197048,HotelBeds,15545713-5,ROO.ST,Room STANDARD,Standard
15545713,197048,HotelBeds,15545713-6,SUI.ST,SUITE STANDARD,Suite
15382506,42990,HotelBeds,15382506-1,ROO.B2,Room TWO BEDROOMS,2 Bedroom
15382506,42990,HotelBeds,15382506-2,DBL.DX,DOUBLE DELUXE,Deluxe
15382506,42990,HotelBeds,15382506-2,ROO.DX,Deluxe King,Deluxe
15382506,42990,HotelBeds,15382506-2,DBL.DX-KG,DOUBLE DELUXE KING BED,Deluxe
15382506,42990,HotelBeds,15382506-3,DBL.EJ,DOUBLE EXECUTIVE,Executive
15382506,42990,HotelBeds,15382506-4,DBL.KG,DOUBLE KING SIZE BED,King Room
15382506,42990,HotelBeds,15382506-4,ROO.KG,Standard King,King Room
15382506,42990,HotelBeds,15382506-5,ROO.H6-KG,Accessible Standard King,"King Room, Accessible"
15382506,42990,HotelBeds,15382506-6,DBL.LX,DOUBLE LUXURY,Luxury
15382506,42990,HotelBeds,15382506-7,DBL.2D,DOUBLE TWO DOUBLE BEDS,Room - 2 Double
15382506,42990,HotelBeds,15382506-7,ROO.2D,Standard 2 Doubles,Room - 2 Double
15382506,42990,HotelBeds,15382506-7,ROO.2D-1,Room TWO DOUBLE BEDS,Room - 2 Double
15382506,42990,HotelBeds,15382506-7,TWN.2D,TWIN TWO DOUBLE BEDS,Room - 2 Double
15382506,42990,HotelBeds,15382506-8,DBT.FH,Double or Twin WITH SHARED BATHROOM,"Room, Shared Bathroom"
15382506,42990,HotelBeds,15382506-9,DBL.ST-11,DOUBLE STANDARD,Standard Room
15382506,42990,HotelBeds,15382506-9,ROO.ST,Room STANDARD,Standard Room
15382506,42990,HotelBeds,15382506-10,STU.ST,STUDIO STANDARD,Studio Standard
15382506,42990,HotelBeds,15382506-11,STU.KG,Studio Suite King,Studio Suite
15382506,42990,HotelBeds,15382506-12,SUI.KG,SUITE KING SIZE BED,Suite
15382506,42990,HotelBeds,15382506-12,SUI.ST,SUITE STANDARD,Suite
15382506,42990,HotelBeds,15382506-13,ROO.SU,Room SUPERIOR,Superior
15382506,42990,HotelBeds,15382506-14,ROO.2D-SU,Superior 2 Doubles,"Superior, 2 Double"
15382506,42990,HotelBeds,15382506-14,DBT.2D-SU,Double or Twin SUPERIOR TWO DOUBLE BEDS,"Superior, 2 Double"
15382506,42990,HotelBeds,15382506-14,DBL.2D-SU,DOUBLE SUPERIOR TWO DOUBLE BEDS,"Superior, 2 Double"
15382506,42990,HotelBeds,15382506-14,TWN.2D-SU,TWIN SUPERIOR TWO DOUBLE BEDS,"Superior, 2 Double"
15382506,42990,HotelBeds,15382506-15,DBL.KG-SU,DOUBLE SUPERIOR KING BED,"Superior, King"
15382506,42990,HotelBeds,15382506-15,ROO.KG-SU,Superior King,"Superior, King"
15382506,42990,HotelBeds,15382506-16,QUA.SU,QUADRUPLE SUPERIOR,"Superior, Quadruple"
15347242,272405,HotelBeds,15347242-1,ROO.H6,Room Accessible,Accessible Room
15347242,272405,HotelBeds,15347242-2,DBL.AS,DOUBLE CLASSIC,Classic
15347242,272405,HotelBeds,15347242-3,ROO.ST-11,Room STANDARD,Double Room
15347242,272405,HotelBeds,15347242-4,DBL.2D,DOUBLE TWO DOUBLE BEDS,Room - 2 Double
15347242,272405,HotelBeds,15347242-5,DBT.SU,Double or Twin SUPERIOR,Superior
15243765,375937,HotelBeds,15243765-1,DBL.DX,DOUBLE DELUXE,Deluxe
15243765,375937,HotelBeds,15243765-2,DBL.DX-KG,DOUBLE DELUXE KING BED,"Deluxe, King"
15243765,375937,HotelBeds,15243765-3,QUA.2D-DX,QUADRUPLE DELUXE TWO DOUBLE BEDS,"Deluxe, Quadruple"
15243765,375937,HotelBeds,15243765-4,JSU.KG,JUNIOR SUITE KING SIZE BED,Junior Suite
15243765,375937,HotelBeds,15243765-4,JSU.ST,JUNIOR SUITE STANDARD,Junior Suite
15243765,375937,HotelBeds,15243765-5,DBL.KG,DOUBLE KING SIZE BED,King Room
15243765,375937,HotelBeds,15243765-6,DBL.LX,DOUBLE LUXURY,Luxury
15243765,375937,HotelBeds,15243765-7,DBL.ST,DOUBLE STANDARD,Standard Room
15243765,375937,HotelBeds,15243765-7,DBL.DB,DOUBLE WITH DOUBLE BED,Standard Room
15243765,375937,HotelBeds,15243765-7,ROO.ST,Room STANDARD,Standard Room
15614808,409889,HotelBeds,15614808-1,JSU.H6-KG,JUNIOR SUITE Accessible KING SIZE BED,"Junior Suite, Accessible"
15614808,409889,HotelBeds,15614808-2,JSU.KG,1 King Jr Ste Hearing Accessible,"Junior, King, Accessible"
15614808,409889,HotelBeds,15614808-2,JSU.KG-1,1 King Jr Ste Mobility/Hearing Access Tub,"Junior, King, Accessible"
15614808,409889,HotelBeds,15614808-3,DBL.KG,1 King Bed,King Room
15614808,409889,HotelBeds,15614808-4,DBL.KG-1,1 King Mobility/Hearing Accessible W/ Bathtub,"King Room, Accessible"
15614808,409889,HotelBeds,15614808-4,DBL.H6-KG,DOUBLE Accessible KING SIZE BED,"King Room, Accessible"
15614808,409889,HotelBeds,15614808-5,DBL.PI,DOUBLE PREMIUM,Premium
15614808,409889,HotelBeds,15614808-6,ROO.PI,2 Queens Premium W/In-Room Drinks-Snacks,"Premium, 2 Queen"
15614808,409889,HotelBeds,15614808-7,TWN.H6-PI,2 Qn Premium Mob/Hearing Acc Roll In Shower,"Premium, 2 Queen, Accessible"
15614808,409889,HotelBeds,15614808-8,ROO.PI-1,1 King Premium W/In-Room Drinks-Snacks,"Premium, King"
15614808,409889,HotelBeds,15614808-8,DBL.KG-PI,DOUBLE PREMIUM KING BED,"Premium, King"
15614808,409889,HotelBeds,15614808-9,ROO.KG-PI,1 King Premium Mobility/Hearing/Access W/Tub,"Premium, King, Accessible"
15614808,409889,HotelBeds,15614808-10,DBL.2Q,2 Queen Beds,Room - 2 Queen
15614808,409889,HotelBeds,15614808-11,DBL.2Q-1,2 Queen Mobility/Hearing  Accessible Ri Shwr,"Room - 2 Queen, Accessible"
15614808,409889,HotelBeds,15614808-11,DBL.H6-2Q,DOUBLE Accessible-Two Queen Beds,"Room - 2 Queen, Accessible"
15614808,409889,HotelBeds,15614808-12,ROO.RO,Room RUN OF HOUSE,Run Of House
15614808,409889,HotelBeds,15614808-13,ROO.ST,Room STANDARD,Standard Room
15614808,409889,HotelBeds,15614808-14,STU.KG,1 King Studio Suite,Studio Suite
15614808,409889,HotelBeds,15614808-15,STU.H6,1 King Studio Suite Hearing Accessible,"Studio Suite, Accessible"
15614808,409889,HotelBeds,15614808-16,STU.H6-KG,1 King Studio Mobility Access Roll In Shower,"Studio, King, Accessible"
15614808,409889,HotelBeds,15614808-17,SUI.H6-2Q,SUITE Accessible-Two Queen Beds,"Suite, 2 Queen, Accessible"
15614808,409889,HotelBeds,15614808-18,SUI.H6-KG,SUITE Accessible KING SIZE BED,"Suite, Accessible"
15253183,834080,HotelBeds,15253183-1,DBL.DX-KG,DOUBLE DELUXE KING BED,"Deluxe, King"
15253183,834080,HotelBeds,15253183-2,DBL.QN,DOUBLE QUEEN SIZE BED,Queen Room
15570173,143736,HotelBeds,15570173-1,DBL.H6,DOUBLE Accessible,Accessible Room
15570173,143736,HotelBeds,15570173-1,ROO.H6,Room Accessible,Accessible Room
15570173,143736,HotelBeds,15570173-2,ROO.CB-1,Room CLUB,Club
15570173,143736,HotelBeds,15570173-2,DBL.CB,DOUBLE CLUB,Club
15570173,143736,HotelBeds,15570173-2,DBL.CB-KG,DOUBLE CLUB KING BED,Club
15570173,143736,HotelBeds,15570173-3,SUI.CB,SUITE CLUB,Club Suite
15570173,143736,HotelBeds,15570173-4,DBL.CB-HV,DOUBLE CLUB HARBOUR VIEW,"Club, Harbour View"
15570173,143736,HotelBeds,15570173-4,ROO.CB-HV,Room CLUB HARBOUR VIEW,"Club, Harbour View"
15570173,143736,HotelBeds,15570173-5,BED.ST,Bed in dormitory STANDARD,Dormitory
15570173,143736,HotelBeds,15570173-6,BED.HV,Bed in dormitory HARBOUR VIEW,"Dormitory, Harbour View"
15570173,143736,HotelBeds,15570173-7,SUI.EJ-KG,SUITE EXECUTIVE KING BED,Executive Suite
15570173,143736,HotelBeds,15570173-7,SUI.EJ,SUITE EXECUTIVE,Executive Suite
15570173,143736,HotelBeds,15570173-8,JSU.KG-1,JUNIOR SUITE KING SIZE BED,Junior Suite
15570173,143736,HotelBeds,15570173-8,JSU.ST,JUNIOR SUITE STANDARD,Junior Suite
15570173,143736,HotelBeds,15570173-9,DBL.KG,DOUBLE KING SIZE BED,King Room
15570173,143736,HotelBeds,15570173-9,DBL.KG-NM,DOUBLE KING BED NON SMOKING,King Room
15570173,143736,HotelBeds,15570173-9,DBL.GR-KG,DOUBLE GUEST ROOM KING BED,King Room
15570173,143736,HotelBeds,15570173-10,QUA.GR,QUADRUPLE GUEST ROOM,Quadruple Room
15570173,143736,HotelBeds,15570173-11,QUA.HV,QUADRUPLE HARBOUR VIEW,"Quadruple Room, Harbour View"
15570173,143736,HotelBeds,15570173-12,ROO.2D,Room TWO DOUBLE BEDS,Room - 2 Double
15570173,143736,HotelBeds,15570173-12,QUA.2D,QUADRUPLE TWO DOUBLE BEDS,Room - 2 Double
15570173,143736,HotelBeds,15570173-12,ROO.2D-NM,Room TWO DOUBLE BEDS NON SMOKING,Room - 2 Double
15570173,143736,HotelBeds,15570173-13,ROO.HV,Room HARBOUR VIEW,Room With Harbour View
15570173,143736,HotelBeds,15570173-13,DBL.HV,DOUBLE HARBOUR VIEW,Room With Harbour View
15570173,143736,HotelBeds,15570173-14,DBL.WV-1,DOUBLE WITH VIEWS,Room With View
15570173,143736,HotelBeds,15570173-14,ROO.WV,Room WITH VIEWS,Room With View
15570173,143736,HotelBeds,15570173-15,SGL.GR,SINGLE GUEST ROOM,"Room, Single Use"
15570173,143736,HotelBeds,15570173-16,DBL.GR,DOUBLE GUEST ROOM,Standard Room
15570173,143736,HotelBeds,15570173-16,DBL.ST,DOUBLE STANDARD,Standard Room
15570173,143736,HotelBeds,15570173-17,SUI.KG-1,SUITE KING SIZE BED,Suite
15570173,143736,HotelBeds,15570173-17,SUI.KG-NM,SUITE KING BED NON SMOKING,Suite
15570173,143736,HotelBeds,15570173-17,SUI.ST,SUITE STANDARD,Suite
15439214,481297,HotelBeds,15439214-1,DBL.H6,DOUBLE Accessible,Accessible Room
15439214,481297,HotelBeds,15439214-2,DBL.DX-KG,DOUBLE DELUXE KING BED,Deluxe
15439214,481297,HotelBeds,15439214-2,DBL.2B-DX,DOUBLE DELUXE TWO BEDS,Deluxe
15439214,481297,HotelBeds,15439214-2,DBL.DX,DOUBLE DELUXE,Deluxe
15439214,481297,HotelBeds,15439214-2,ROO.DX-KG,Room DELUXE KING BED,Deluxe
15439214,481297,HotelBeds,15439214-3,DBT.ST,Double or Twin STANDARD,DoubleOrTwin Room
15439214,481297,HotelBeds,15439214-4,DBL.KG,DOUBLE KING SIZE BED,King Room
15439214,481297,HotelBeds,15439214-5,DBL.H6-KG,DOUBLE Accessible KING SIZE BED,"King Room, Accessible"
15439214,481297,HotelBeds,15439214-6,DBL.KG-VP,DOUBLE POOL VIEW KING BED,"King Room, Pool View"
15439214,481297,HotelBeds,15439214-7,QUA.2Q,QUADRUPLE TWO QUEEN BEDS,Quadruple Room
15439214,481297,HotelBeds,15439214-8,DBL.QN,DOUBLE QUEEN SIZE BED,Queen Room
15439214,481297,HotelBeds,15439214-9,DBL.2D-VP,DOUBLE POOL VIEW TWO DOUBLE BEDS,"Room - 2 Double, Pool View"
15439214,481297,HotelBeds,15439214-10,TWN.2Q,TWIN TWO QUEEN BEDS,Room - 2 Queen
15439214,481297,HotelBeds,15439214-10,DBL.2D,DOUBLE TWO DOUBLE BEDS,Room - 2 Queen
15439214,481297,HotelBeds,15439214-10,DBL.2Q,DOUBLE TWO QUEEN BEDS,Room - 2 Queen
15439214,481297,HotelBeds,15439214-11,DBL.PV,DOUBLE PARK VIEW,Room With Park View
15439214,481297,HotelBeds,15439214-12,DBL.VP,DOUBLE POOL VIEW,Room With Pool View
15439214,481297,HotelBeds,15439214-13,ROO.WV,Room WITH VIEWS,Room With View
15439214,481297,HotelBeds,15439214-13,DBL.WV,DOUBLE WITH VIEWS,Room With View
15439214,481297,HotelBeds,15439214-14,DBL.RO,DOUBLE RUN OF HOUSE,Run Of House
15439214,481297,HotelBeds,15439214-15,DBL.ST,DOUBLE STANDARD,Standard Room
15439214,481297,HotelBeds,15439214-15,ROO.ST,Room STANDARD,Standard Room
15620516,604141,HotelBeds,15620516-1,DBL.KG-1,DOUBLE KING SIZE BED,King Room
15620516,604141,HotelBeds,15620516-1,ROO.KG,Room KING SIZE BED,King Room
15620516,604141,HotelBeds,15620516-2,DBL.PI-5,DOUBLE PREMIUM,Premium
15620516,604141,HotelBeds,15620516-3,CAB.PI-2,Cabin PREMIUM,Premium Cabin
15620516,604141,HotelBeds,15620516-4,CAB.PI-QN,Cabin PREMIUM QUEEN BED,"Premium Cabin, Queen"
15620516,604141,HotelBeds,15620516-5,TPL.PI-QN,PREMIUM QUEEN WITH BUNK,"Premium, Queen"
15620516,604141,HotelBeds,15620516-5,DBL.CV-PI,Premium Queen with View,"Premium, Queen"
15620516,604141,HotelBeds,15620516-5,DBL.PI-QN,Premium Queen Room,"Premium, Queen"
15620516,604141,HotelBeds,15620516-5,ROO.PI-QN,Premium Queen Room with Bunk,"Premium, Queen"
15620516,604141,HotelBeds,15620516-6,SUI.WV,SUITE WITH VIEWS,"Suite, View"
15474166,13045,HotelBeds,15474166-1,DBL.H6,DOUBLE Accessible,Accessible Room
15474166,13045,HotelBeds,15474166-2,TWN.DX,Deluxe Room 2 Full Size Beds,"Deluxe, 2 Full"
15474166,13045,HotelBeds,15474166-2,DBL.2D-DX,DOUBLE DELUXE TWO DOUBLE BEDS,"Deluxe, 2 Full"
